Municipality Name,County,MPO,Year,Combination Long-Haul Truck,Combination Short-Haul Truck,Intercity Bus,Light Commercial Trucks,Motor Home,Motorcycles,Passenger Cars,Passenger Trucks,Refuse Truck,School Bus,Single Unit Long-Haul Truck,Single Unit Short-Haul Truck,Transit Bus,Total
Scotch Plains,Union,NJTPA,2017,3092.55,768.31,719.51,2532.64,11.65,475.11,44935.18,7663.16,101.15,772.78,439.41,1066.23,556.23,63133.91
Carneys Point,Salem,SJTPO,2020,1031.18,1209.03,421.28,3141.85,25.46,408.56,20684.5,24676.16,131.87,700.39,746.08,2502.56,341.1,62669.59
Maplewood,Essex,NJTPA,2019,7015.08,1678.88,505.92,2096.68,97.91,322.98,39851.46,5906.3,523.77,493.59,1007.5,2544.21,404.54,62448.8
Bedminster,Somerset,NJTPA,2019,7001.59,1675.65,504.95,2092.65,97.72,322.36,39774.84,5894.94,522.76,492.64,1005.56,2539.32,403.76,62328.73
Raritan,Hunterdon,NJTPA,2019,6978.56,1670.14,503.28,2085.77,97.4,321.3,39644.03,5875.55,521.04,491.02,1002.25,2530.97,402.43,62123.75
Elmwood Park,Bergen,NJTPA,2017,5284.02,1312.76,288.63,2654.8,26.66,308.07,40262.75,8032.81,218.04,224.22,832.44,2020.66,224.15,61690.01
Woolwich,Gloucester,DVRPC,2019,2358.61,948.12,813.29,2586.24,151.47,396.97,21214.84,22506.43,837.84,688.37,1747.8,2792.23,379.23,61594.72
Bedminster,Somerset,NJTPA,2017,14755.31,3665.8,157.75,979.59,87.11,96.35,32540.1,2964.02,405.31,241,1586.28,3846.9,122.56,61448.07
Delran,Burlington,DVRPC,2019,2351.72,945.35,810.92,2578.69,151.02,395.81,21152.89,22440.71,835.39,686.36,1742.7,2784.08,378.12,61414.85
Dennis,Cape May,SJTPO,2020,1723.48,1001.27,822.88,3454.23,40.64,464.1,19238.58,22944.35,241.05,257.02,2618.82,3698.26,360.48,61098
Little Falls,Passaic,NJTPA,2019,6853.95,1640.31,494.3,2048.52,95.66,315.56,38936.09,5770.63,511.74,482.25,984.36,2485.77,395.25,61014.39
Flemington,Hunterdon,NJTPA,2017,1668.11,414.43,284.4,2855.59,138.05,307.32,42109.53,8640.35,238.42,807.4,916.68,2228.5,217,60825.77
Garfield,Bergen,NJTPA,2017,1822.22,452.71,237.35,3488.86,14.65,394.66,41452.02,10556.48,135.03,175.33,533.96,1296.2,184.28,60743.76
South Orange Village,Essex,NJTPA,2017,2211.84,549.51,850.37,2299.98,5.86,469.68,44240.26,6959.21,136.48,598.45,385.88,936.21,662.85,60306.59
Westampton,Burlington,DVRPC,2019,2307.34,927.51,795.62,2530.03,148.17,388.34,20753.75,22017.26,819.63,673.41,1709.81,2731.55,370.98,60255.98
Red Bank,Monmouth,NJTPA,2017,667.06,165.72,322.05,2175.64,63.21,377.39,46558.55,6582.99,215.78,838.8,581.85,1412.9,252.31,60214.26
Dover,Morris,NJTPA,2017,1237.32,307.4,394.85,2714.88,45.06,151.79,43482.94,8214.59,176.73,648.81,620.09,1505.15,305.92,59805.53
Point Pleasant,Ocean,NJTPA,2019,6704.1,1604.45,483.49,2003.73,93.57,308.66,38084.86,5644.47,500.55,471.71,962.84,2431.43,386.6,59680.47
Washington,Morris,NJTPA,2019,6559.24,1569.78,473.04,1960.44,91.54,301.99,37261.92,5522.51,489.74,461.51,942.03,2378.89,378.25,58390.89
West Caldwell,Essex,NJTPA,2017,2938.02,729.92,922.75,2199.27,6.19,541.92,41455.66,6654.47,144.27,649.38,407.88,989.59,719.27,58358.58
Washington,Morris,NJTPA,2017,1316.89,327.17,448.84,2888.08,29.48,231.99,41869.41,8738.65,100.45,718.75,356.35,864.98,347.85,58238.87
Lumberton,Burlington,DVRPC,2019,2229.27,896.13,768.7,2444.42,143.16,375.2,20051.53,21272.29,791.9,650.63,1651.96,2639.12,358.43,58217.16
Rockaway,Morris,NJTPA,2019,6504.97,1556.79,469.13,1944.22,90.79,299.49,36953.6,5476.81,485.68,457.7,934.24,2359.21,375.12,57907.74
Oakland,Bergen,NJTPA,2017,9706.79,2411.55,273.61,2173.95,26.02,193.68,32616.63,6577.86,238.88,202.31,943.71,2290.87,212.43,57868.3
Metuchen,Middlesex,NJTPA,2019,6489,1552.97,467.98,1939.45,90.56,298.76,36862.92,5463.37,484.49,456.57,931.94,2353.42,374.2,57765.64
Clinton,Hunterdon,NJTPA,2017,10453.69,2597.11,207.39,1731.05,247.37,195.69,30248.8,5237.75,427.21,588.78,1642.59,3993.2,158.24,57728.86
Mountainside,Union,NJTPA,2019,6478.22,1550.39,467.2,1936.22,90.41,298.26,36801.63,5454.29,483.69,455.81,930.39,2349.51,373.58,57669.6
Hillside,Union,NJTPA,2017,5223.78,1297.79,422.64,1833.03,16.29,346.1,39946.84,5546.33,143.25,443.48,617.81,1499.12,326.91,57663.38
City of Orange,Essex,NJTPA,2017,2891.56,718.38,771.49,1954.46,4.33,442.29,42186.49,5913.75,100.83,542.94,285.06,691.61,601.37,57104.55
Cranbury,Middlesex,NJTPA,2019,6405.6,1533.01,461.96,1914.52,89.4,294.92,36389.11,5393.15,478.26,450.7,919.96,2323.17,369.39,57023.17
Colts Neck,Monmouth,NJTPA,2019,6372.98,1525.21,459.61,1904.77,88.95,293.42,36203.81,5365.69,475.83,448.41,915.28,2311.34,367.51,56732.79
Mantua,Gloucester,DVRPC,2015,1465.73,4534.66,339.39,4665.6,153.27,235.81,22762.53,25113.25,397.45,380.89,1456.72,2885.44,220.6,56662.24
Palisades Park,Bergen,NJTPA,2019,6353.35,1520.51,458.19,1898.9,88.67,292.51,36092.3,5349.16,474.36,447.03,912.46,2304.22,366.38,56558.05
Roseland,Essex,NJTPA,2019,6307.13,1509.45,454.86,1885.09,88.03,290.39,35829.75,5310.25,470.91,443.78,905.82,2287.46,363.71,56146.62
Roselle,Union,NJTPA,2019,6283.8,1503.86,453.18,1878.11,87.7,289.31,35697.16,5290.6,469.17,442.13,902.47,2278.99,362.37,55938.86
Ridgefield,Bergen,NJTPA,2019,6268,1500.08,452.04,1873.39,87.48,288.58,35607.44,5277.3,467.99,441.02,900.2,2273.27,361.46,55798.25
Carneys Point,Salem,SJTPO,2015,5819.77,907.39,675.77,2267.57,255.56,474.85,17200.65,33001.33,324.38,942.27,2802.78,2064.16,298.33,55747.93
South River,Middlesex,NJTPA,2019,6216.01,1487.64,448.29,1857.85,86.75,286.19,35312.09,5233.53,464.11,437.36,892.74,2254.41,358.46,55335.43
Woodbury,Gloucester,DVRPC,2019,2117.54,851.21,730.17,2321.9,135.98,356.4,19046.49,20206.07,752.2,618.01,1569.16,2506.84,340.47,55299.16
Bergenfield,Bergen,NJTPA,2017,1320.01,327.94,225.13,3851.97,10.62,276.05,35792.59,11655.14,97.86,166.3,387,939.44,174.79,55224.84
Hawthorne,Passaic,NJTPA,2017,2185.11,542.87,475.77,2633.14,31.83,191.52,37814.01,7967.27,190.54,537.76,642.71,1559.81,370.43,55142.77
Cinnaminson,Burlington,DVRPC,2015,1415.87,4380.39,327.84,4506.87,148.05,227.79,21988.13,24258.88,383.93,367.93,1407.16,2787.28,213.1,54734.55
Flemington,Hunterdon,NJTPA,2019,6136.84,1468.69,442.58,1834.19,85.65,282.55,34862.33,5166.87,458.2,431.79,881.37,2225.7,353.89,54630.64
Lower,Cape May,SJTPO,2020,1537.29,893.11,733.98,3081.08,36.25,413.96,17160.25,20465.69,215.01,229.25,2335.91,3298.74,321.54,54497.64
Hazlet,Monmouth,NJTPA,2017,843.22,209.49,156.92,2131.74,76.66,410.13,40964.66,6450.15,261.7,408.7,705.67,1713.58,122.93,54455.56
South Orange Village,Essex,NJTPA,2019,6103.67,1460.75,440.19,1824.28,85.19,281.02,34673.93,5138.95,455.72,429.46,876.6,2213.67,351.98,54335.41
Hackettstown,Warren,NJTPA,2019,6066.82,1451.93,437.53,1813.26,84.67,279.32,34464.57,5107.92,452.97,426.87,871.31,2200.3,349.85,54007.34
Boonton,Morris,NJTPA,2019,6041.31,1445.83,435.69,1805.64,84.32,278.15,34319.65,5086.44,451.07,425.07,867.65,2191.05,348.38,53780.24
Logan,Gloucester,DVRPC,2015,1388.96,4297.14,321.61,4421.22,145.24,223.46,21570.24,23797.84,376.63,360.94,1380.42,2734.3,209.05,53694.31
Lincoln Park,Morris,NJTPA,2019,6020.41,1440.83,434.18,1799.39,84.02,277.19,34200.9,5068.84,449.5,423.6,864.64,2183.47,347.18,53594.15
Bellmawr,Camden,DVRPC,2019,2052.18,824.94,707.63,2250.23,131.79,345.4,18458.61,19582.39,728.99,598.94,1520.73,2429.47,329.96,53592.33
Saddle Brook,Bergen,NJTPA,2017,4705.66,1169.07,245.81,2396.07,14.36,261.09,35217.44,7249.95,132.39,181.58,523.52,1270.86,190.85,53558.64
Maplewood,Essex,NJTPA,2017,2644.56,657.01,802.35,2018.27,3.27,461.7,38330.6,6106.8,76.16,564.65,215.32,522.4,625.42,53028.49
West Long Branch,Monmouth,NJTPA,2019,5938.41,1421.2,428.27,1774.88,82.88,273.41,33735.1,4999.8,443.38,417.83,852.87,2153.73,342.45,52864.23
Moonachie,Bergen,NJTPA,2019,5898.54,1411.66,425.39,1762.97,82.32,271.57,33508.62,4966.24,440.41,415.03,847.14,2139.27,340.15,52509.32
Bordentown,Burlington,DVRPC,2015,1352.66,4184.84,313.21,4305.67,141.44,217.62,21006.52,23175.9,366.79,351.51,1344.34,2662.85,203.59,52291.06
Pennsville,Salem,SJTPO,2020,851.25,998.07,347.77,2593.64,21.02,337.27,17075.3,20370.46,108.86,578.18,615.9,2065.89,281.58,51734.49
Maple Shade,Burlington,DVRPC,2015,1334.18,4127.65,308.93,4246.84,139.51,214.65,20719.49,22859.22,361.77,346.7,1325.97,2626.46,200.8,51576.55
Lodi,Bergen,NJTPA,2017,3156.92,784.3,175.41,2714.17,12.02,228.41,34174.88,8212.45,110.77,129.57,438.03,1063.31,136.19,51336.44
Pennsville,Salem,SJTPO,2015,5350.13,834.16,621.24,2084.58,234.93,436.53,15812.59,30338.18,298.2,866.23,2576.6,1897.59,274.26,51249.18
Middlesex,Middlesex,NJTPA,2017,1889.01,469.31,280.99,2183.07,24.83,175.75,36734.58,6605.46,153.89,331.08,600.35,1457.71,218.53,51124.55
New Milford,Bergen,NJTPA,2019,5742.09,1374.22,414.11,1716.21,80.14,264.37,32619.83,4834.51,428.72,404.02,824.67,2082.53,331.13,51116.56
Mount Holly,Burlington,DVRPC,2019,1948.7,783.34,671.95,2136.77,125.14,327.98,17527.84,18594.95,692.23,568.74,1444.04,2306.96,313.32,50889.94
Barnegat,Ocean,NJTPA,2017,1693.67,420.77,328.82,2241.9,208.93,337.91,35106.47,6783.45,507.55,417.96,749.34,1819.31,254.8,50870.88
Robbinsville,Mercer,DVRPC,2015,1310.08,4053.12,303.35,4170.15,136.99,210.77,20345.33,22446.43,355.24,340.44,1302.03,2579.03,197.18,50645.17
Delran,Burlington,DVRPC,2015,1308.57,4048.45,303,4165.35,136.84,210.53,20321.9,22420.58,354.83,340.05,1300.53,2576.06,196.95,50586.84
Somers Point,Atlantic,SJTPO,2020,1959.36,926.27,754.67,2704.43,16.74,278.3,18382.06,17408.72,161.44,279.97,1236.14,2420.31,347.75,50557.61
Cliffside Park,Bergen,NJTPA,2019,4737.38,1132.79,391.37,2001.39,93.92,313.05,32171.89,5627.4,372.61,447.78,752.93,1899.28,313.45,50255.24
Raritan,Somerset,NJTPA,2017,2971.09,738.14,177.84,1456.29,93.04,143.64,33499.25,4406.38,432.93,271.69,1694.37,4109.02,138.17,50131.84
Pleasantville,Atlantic,SJTPO,2015,4738.49,2786.61,880.38,2996.48,147.11,284.94,17250.56,26011.11,388.52,751.45,1112.71,2990.97,397.62,50104.06
Bound Brook,Somerset,NJTPA,2019,5628.32,1346.99,405.91,1682.2,78.55,259.13,31973.51,4738.72,420.23,396.01,808.33,2041.27,324.57,50103.74
Morris Plains,Morris,NJTPA,2019,5614.2,1343.61,404.89,1677.98,78.36,258.48,31893.31,4726.84,419.18,395.02,806.3,2036.15,323.75,49978.07
North Arlington,Bergen,NJTPA,2019,5607.58,1342.03,404.41,1676,78.26,258.18,31855.67,4721.26,418.68,394.55,805.35,2033.74,323.37,49919.09
Edgewater,Bergen,NJTPA,2019,5583.78,1336.33,402.69,1668.89,77.93,257.08,31720.49,4701.22,416.9,392.88,801.94,2025.11,322,49707.25
Aberdeen,Monmouth,NJTPA,2017,928.01,230.55,120,1833.1,70.62,474.24,37525.22,5546.54,241.08,312.55,650.08,1578.58,94.01,49604.6
Berkeley Heights,Union,NJTPA,2017,5259.99,1306.79,396.99,1658.96,14.61,362.25,32656.54,5019.64,126.32,426.7,548.48,1330.9,306.9,49415.06
New Providence,Union,NJTPA,2017,1833.52,455.52,539.71,2318.68,6.21,533.91,34799.52,7015.79,53.9,579.67,234.13,568.13,417.23,49355.92
Hackettstown,Warren,NJTPA,2017,1188.92,295.37,1203.13,2947.86,45.84,280.5,30878.26,8919.52,75.42,1515.52,291.61,707.84,934.59,49284.39
Dumont,Bergen,NJTPA,2019,5518.58,1320.73,397.99,1649.4,77.02,254.08,31350.11,4646.33,412.04,388.29,792.57,2001.47,318.24,49126.86
Metuchen,Middlesex,NJTPA,2017,2434.84,604.91,269.98,1555.87,27.43,149.56,36332.4,4707.71,170.01,318.1,663.23,1610.39,209.97,49054.39
Cedar Grove,Essex,NJTPA,2019,5507.81,1318.15,397.22,1646.19,76.87,253.58,31288.95,4637.27,411.23,387.54,791.03,1997.56,317.62,49031.01
Clinton,Hunterdon,NJTPA,2019,5481.96,1311.96,395.35,1638.46,76.51,252.39,31142.07,4615.5,409.3,385.72,787.31,1988.19,316.13,48800.85
Asbury Park,Monmouth,NJTPA,2019,5480.79,1311.68,395.27,1638.11,76.49,252.34,31135.42,4614.51,409.21,385.63,787.14,1987.76,316.06,48790.42
Lincoln Park,Morris,NJTPA,2017,1276.74,317.19,299.1,2169.88,36.54,178.67,35127.93,6565.54,154.27,465.88,534.66,1297.74,231.95,48656.09
Colts Neck,Monmouth,NJTPA,2017,2492.62,619.27,157.71,1815.15,100.52,280.73,33295.4,5492.21,343.15,410.78,925.31,2246.93,123.56,48303.35
Harrison,Hudson,NJTPA,2017,3885.4,965.29,1105.53,1699.44,5.47,237.35,31421.04,5142.1,202.04,670.69,604.76,1468.11,856.26,48263.46
Clark,Union,NJTPA,2017,1041.29,258.7,439.29,1769.44,1.82,557.35,37670.86,5353.9,15.72,478.26,68.23,165.55,339.88,48160.28
Haddonfield,Camden,DVRPC,2019,1842.65,740.71,635.38,2020.48,118.33,310.13,16573.95,17582.99,654.56,537.79,1365.46,2181.41,296.27,48120.44
Weehawken,Hudson,NJTPA,2017,1275.73,316.94,792.51,1781.87,0.82,313.46,36436.73,5391.51,30.38,480.79,90.95,220.79,613.82,47746.3
Roseland,Essex,NJTPA,2017,4483.68,1113.92,489.42,1142.19,5.15,219.58,34624.68,3456,119.95,344.43,339.13,822.79,381.5,47542.41
Woodland Park,Passaic,NJTPA,2019,5326.39,1274.73,384.13,1591.96,74.34,245.23,30258.28,4484.51,397.69,374.77,764.97,1931.76,307.16,47415.91
Wanaque,Passaic,NJTPA,2019,5312.83,1271.49,383.15,1587.91,74.15,244.61,30181.29,4473.1,396.67,373.82,763.02,1926.85,306.37,47295.27
Pilesgrove,Salem,SJTPO,2020,777.5,911.6,317.64,2368.93,19.2,308.05,15595.94,18605.61,99.43,528.08,562.54,1886.91,257.19,47252.34
Wallington,Bergen,NJTPA,2019,5300.4,1268.51,382.26,1584.19,73.98,244.04,30110.66,4462.63,395.75,372.94,761.24,1922.34,305.66,47184.59
Dennis,Cape May,SJTPO,2015,2622.22,3030.46,990.87,3282.96,423.7,284.79,16231.19,26105.57,677.06,614.67,812.49,3942.37,454.64,47143.32
Haddon,Camden,DVRPC,2019,1801.93,724.35,621.34,1975.84,115.72,303.28,16207.74,17194.49,640.09,525.9,1335.29,2133.21,289.72,47057.2
Little Egg Harbor,Ocean,NJTPA,2019,5270.9,1261.45,380.13,1575.38,73.56,242.68,29943.05,4437.79,393.54,370.87,757,1911.64,303.96,46921.94
Rutherford,Bergen,NJTPA,2017,4041.71,1004.12,166.57,2563.36,14.86,168.34,28864.29,7756.12,136.46,124.56,539.14,1308.77,129.33,46817.62
Absecon,Atlantic,SJTPO,2015,4328.94,1811.82,863.84,2554.54,245.92,315.42,14957.38,25779.98,411.89,925.9,1727.52,2675.76,390.17,46724.87
Hopatcong,Sussex,NJTPA,2017,659.03,163.73,108.24,2604.18,120.43,348.39,31946.2,7879.65,187.36,274.63,562.75,1367.93,84.27,46306.8
Lindenwold,Camden,DVRPC,2019,1772.3,712.43,611.12,1943.34,113.81,298.29,15941.21,16911.73,629.57,517.26,1313.33,2098.13,284.96,46283.36
Westwood,Bergen,NJTPA,2019,5194.37,1243.14,374.61,1552.5,72.5,239.15,29508.34,4373.37,387.83,365.48,746.01,1883.88,299.54,46240.73
Cranbury,Middlesex,NJTPA,2017,7850.57,1950.39,244.76,1444.37,30.87,158.02,26833.81,4370.31,191.32,288.39,746.37,1812.27,190.35,46111.79
Watchung,Somerset,NJTPA,2019,5089.96,1218.15,367.08,1521.3,71.04,234.35,28915.17,4285.45,380.03,358.13,731.01,1846.01,293.52,45311.21
Lower,Cape May,SJTPO,2015,2506.67,2896.92,947.21,3138.3,405.03,272.24,15515.99,24955.27,647.22,587.59,776.69,3768.66,434.61,45066.03
Folsom,Atlantic,SJTPO,2015,4259.46,2504.91,791.39,2693.56,132.23,256.13,15506.67,23381.61,349.25,675.48,1000.22,2688.61,357.43,45038.96
Lumberton,Burlington,DVRPC,2015,1164.75,3603.49,269.7,3707.54,121.8,187.39,18088.34,19956.36,315.83,302.68,1157.59,2292.93,175.3,45026.9
Northfield,Atlantic,SJTPO,2015,4255.56,2502.61,790.66,2691.09,132.11,255.9,15492.44,23360.15,348.92,674.86,999.3,2686.14,357.1,44997.63
East Greenwich,Gloucester,DVRPC,2019,1719.71,691.29,592.99,1885.68,110.44,289.44,15468.19,16409.92,610.89,501.91,1274.36,2035.88,276.5,44910.01
Verona,Essex,NJTPA,2019,5040.91,1206.41,363.54,1506.64,70.35,232.09,28636.54,4244.16,376.37,354.68,723.97,1828.23,290.69,44874.59
Long Hill,Morris,NJTPA,2019,5019.62,1201.31,362.01,1500.27,70.06,231.11,28515.61,4226.24,374.78,353.19,720.91,1820.51,289.47,44685.08
Hasbrouck Heights,Bergen,NJTPA,2019,5016.54,1200.58,361.79,1499.35,70.01,230.97,28498.12,4223.64,374.55,352.97,720.47,1819.39,289.29,44657.68
Northfield,Atlantic,SJTPO,2020,1728.83,817.29,665.88,2386.25,14.77,245.55,16219.36,15360.53,142.45,247.03,1090.71,2135.56,306.84,44609.36
Woodbury,Gloucester,DVRPC,2015,1153.5,3568.67,267.09,3671.71,120.62,185.58,17913.56,19763.52,312.78,299.75,1146.4,2270.77,173.61,44591.81
Matawan,Monmouth,NJTPA,2019,4993.53,1195.07,360.13,1492.47,69.69,229.91,28367.36,4204.26,372.83,351.35,717.16,1811.04,287.96,44452.77
Oldmans,Salem,SJTPO,2020,730.68,856.7,298.51,2226.26,18.04,289.5,14656.69,17485.11,93.44,496.28,528.66,1773.27,241.7,44406.62
Ridgefield Park village,Bergen,NJTPA,2019,4980.57,1191.97,359.19,1488.6,69.51,229.31,28293.76,4193.36,371.87,350.44,715.3,1806.34,287.21,44337.43
Somers Point,Atlantic,SJTPO,2015,4191.95,2465.21,778.84,2650.87,130.14,252.07,15260.89,23011.01,343.71,664.78,984.37,2646,351.76,44325.09
Little Egg Harbor,Ocean,NJTPA,2017,1986.17,493.44,286.85,2156.34,193.96,308.61,28605.64,6524.59,485.58,359.34,782.05,1898.69,222.37,44303.63
Little Falls,Passaic,NJTPA,2017,1240.45,308.18,392.32,1636.41,25.93,123.58,32878.78,4951.38,150,454.58,497.15,1206.52,305.52,44170.8
Barnegat,Ocean,NJTPA,2019,4948.46,1184.29,356.88,1479.01,69.06,227.83,28111.37,4166.32,369.47,348.18,710.69,1794.7,285.36,44051.62
Westampton,Burlington,DVRPC,2015,1139.13,3524.23,263.77,3625.99,119.12,183.27,17690.48,19517.41,308.89,296.02,1132.13,2242.5,171.45,44036.51
Harrison,Gloucester,DVRPC,2015,1137.43,3518.98,263.37,3620.58,118.94,182.99,17664.12,19488.33,308.43,295.58,1130.44,2239.15,171.19,43970.89
Point Pleasant,Ocean,NJTPA,2017,660.78,164.16,276.18,2300.16,74.35,360.75,31365.38,6959.75,180.62,351.05,266.66,647.43,214.01,43821.3
Gloucester City,Camden,DVRPC,2019,1646.36,661.81,567.7,1805.25,105.73,277.09,14808.41,15709.96,584.83,480.5,1220,1949.04,264.71,42994.41
North Plainfield,Somerset,NJTPA,2017,1057.06,262.62,191.4,1570.37,35.15,144.37,31849.38,4751.56,163.57,292.42,640.19,1552.52,148.71,42659.32
Waterford,Camden,DVRPC,2019,1630.05,655.25,562.07,1787.37,104.68,274.35,14661.72,15554.34,579.04,475.74,1207.92,1929.73,262.09,42568.5
Shrewsbury,Monmouth,NJTPA,2019,4780.18,1144.01,344.74,1428.71,66.72,220.08,27155.4,4024.64,356.91,336.34,686.52,1733.67,275.66,42553.58
Teterboro,Bergen,NJTPA,2017,4551.86,1130.86,128.07,1703.43,14.37,121.11,27551.59,5154.17,132.46,94.6,523.81,1271.56,99.43,42477.32
Freehold,Monmouth,NJTPA,2019,4746.46,1135.94,342.31,1418.63,66.24,218.53,26963.82,3996.25,354.39,333.97,681.68,1721.44,273.71,42253.37
Mansfield,Burlington,DVRPC,2019,1617.36,650.15,557.7,1773.45,103.86,272.21,14547.57,15433.25,574.53,472.04,1198.51,1914.71,260.05,42237.1
Highland Park,Middlesex,NJTPA,2019,4703.98,1125.78,339.24,1405.94,65.65,216.58,26722.53,3960.49,351.22,330.98,675.58,1706.03,271.26,41875.25
South River,Middlesex,NJTPA,2017,1782.55,442.86,229.45,1732.55,23.59,150.91,29679.1,5242.28,146.23,270.35,570.46,1385.12,178.44,41833.88
Maurice River,Cumberland,SJTPO,2020,1001.97,875.16,1701.48,2177.72,23.98,337.73,14070.87,14654.87,153.3,755.64,1075.77,2410.76,410.85,41813.93
Rochelle Park,Bergen,NJTPA,2019,4693.21,1123.2,338.47,1402.72,65.5,216.08,26661.33,3951.42,350.41,330.22,674.03,1702.12,270.64,41779.34
Phillipsburg,Warren,NJTPA,2017,909.28,225.9,906.79,2454.89,26.54,323.92,26727.32,7427.92,43.66,1142.23,168.82,409.78,704.39,41471.45
Collingswood,Camden,DVRPC,2019,1586.82,637.87,547.17,1739.96,101.9,267.07,14272.85,15141.8,563.68,463.12,1175.88,1878.55,255.14,41439.48
Tenafly,Bergen,NJTPA,2019,4634.07,1109.04,334.2,1385.04,64.68,213.36,26325.33,3901.62,346,326.06,665.54,1680.67,267.23,41252.83
Little Ferry,Bergen,NJTPA,2019,4633.68,1108.95,334.17,1384.92,64.67,213.34,26323.13,3901.29,345.97,326.03,665.48,1680.53,267.21,41249.37
Tenafly,Bergen,NJTPA,2017,2341.27,581.66,187.86,2287.68,11.67,177.57,26783.95,6921.99,107.52,138.77,425.21,1032.2,145.85,41143.19
Pilesgrove,Salem,SJTPO,2015,4278.15,667.03,496.76,1666.9,187.86,349.07,12644.29,24259.45,238.45,692.67,2060.34,1517.38,219.31,40980.61
Englewood Cliffs,Bergen,NJTPA,2017,5016.37,1246.26,287.05,1395.42,24.46,146.57,24884.94,4222.21,225.41,212.04,891.4,2163.89,222.87,40938.89
Mount Holly,Burlington,DVRPC,2015,1058.3,3274.15,245.05,3368.69,110.66,170.26,16435.19,18132.48,286.97,275.01,1051.79,2083.37,159.28,40911.75
Ocean City,Cape May,SJTPO,2015,2274.64,2628.76,859.53,2847.8,367.53,247.04,14079.71,22645.21,587.31,533.19,704.79,3419.8,394.37,40894.36
Oceanport,Monmouth,NJTPA,2019,4590.1,1098.52,331.03,1371.9,64.06,211.33,26075.55,3864.6,342.71,322.96,659.22,1664.73,264.7,40861.41
Woolwich,Gloucester,DVRPC,2015,1053.74,3260.04,243.99,3354.17,110.19,169.53,16364.35,18054.33,285.73,273.83,1047.26,2074.39,158.6,40735.41
Ringwood,Passaic,NJTPA,2019,4573.18,1094.47,329.81,1366.84,63.83,210.55,25979.43,3850.35,341.45,321.77,656.79,1658.59,263.72,40710.78
Midland Park,Bergen,NJTPA,2019,4564.43,1092.38,329.18,1364.22,63.7,210.15,25929.72,3842.99,340.8,321.16,655.54,1655.42,263.22,40632.88
Florence,Burlington,DVRPC,2015,1050.75,3250.8,243.3,3344.67,109.88,169.05,16317.96,18003.15,284.92,273.05,1044.29,2068.51,158.15,40619.94
Boonton,Morris,NJTPA,2017,5339.36,1326.51,174.81,1455.54,50.87,98.52,24691.06,4404.13,199.5,287.25,699.97,1699.06,135.44,40562.03
Pompton Lakes,Passaic,NJTPA,2019,4555.04,1090.13,328.5,1361.42,63.57,209.72,25876.39,3835.08,340.1,320.5,654.19,1652.01,262.67,40549.32
Pittsgrove,Salem,SJTPO,2020,666.47,781.42,272.28,2030.63,16.46,264.06,13368.75,15948.62,85.23,452.67,482.2,1617.45,220.46,40504.44
Chatham,Morris,NJTPA,2019,4547.26,1088.27,327.94,1359.09,63.46,209.36,25832.19,3828.53,339.51,319.95,653.07,1649.19,262.23,40480.05
River Edge,Bergen,NJTPA,2019,4543.88,1087.46,327.7,1358.08,63.42,209.2,25812.99,3825.69,339.26,319.71,652.59,1647.96,262.03,40449.96
Waldwick,Bergen,NJTPA,2019,4540.83,1086.73,327.48,1357.17,63.37,209.06,25795.68,3823.12,339.03,319.5,652.15,1646.86,261.86,40422.84
Milltown,Middlesex,NJTPA,2019,4531.35,1084.46,326.79,1354.34,63.24,208.63,25741.82,3815.14,338.33,318.83,650.79,1643.42,261.31,40338.45
Southampton,Burlington,DVRPC,2019,1537.54,618.07,530.17,1685.93,98.74,258.78,13829.63,14671.6,546.17,448.74,1139.37,1820.21,247.21,40152.65
Upper Saddle River,Bergen,NJTPA,2017,3967.33,985.64,138.51,2025.32,16.25,131.79,24341.16,6128.15,149.74,102.32,592.16,1437.48,107.54,40123.39
Pittsgrove,Salem,SJTPO,2015,4186.49,652.74,486.12,1631.19,183.84,341.59,12373.41,23739.74,233.34,677.83,2016.2,1484.87,214.61,40102.67
Montvale,Bergen,NJTPA,2017,1032.81,256.59,213.65,2369,7.32,275.81,27305.1,7168.03,67.49,157.82,266.9,647.91,165.88,39934.32
Glen Rock,Bergen,NJTPA,2019,4479.68,1072.09,323.07,1338.89,62.52,206.25,25448.28,3771.63,334.47,315.19,643.37,1624.68,258.33,39878.45
Oldmans,Salem,SJTPO,2015,4157.69,648.25,482.78,1619.97,182.57,339.24,12288.26,23576.38,231.74,673.16,2002.32,1474.65,213.13,39826.72
Wharton,Morris,NJTPA,2019,4456.88,1066.64,321.42,1332.08,62.2,205.2,25318.79,3752.44,332.77,313.59,640.09,1616.41,257.01,39675.54
Verona,Essex,NJTPA,2017,991.22,246.26,586.3,1551.45,3.87,293.07,29311.25,4694.32,90.11,412.61,254.75,618.07,457.01,39510.28
Burlington,Burlington,DVRPC,2019,1498.62,602.42,516.75,1643.25,96.24,252.23,13479.54,14300.19,532.35,437.38,1110.52,1774.14,240.95,39136.19
Green Brook,Sussex,NJTPA,2019,4393.08,1051.37,316.82,1313.01,61.31,202.26,24956.31,3698.72,328,309.1,630.93,1593.27,253.33,39107.51
Long Hill,Morris,NJTPA,2017,884.36,219.71,300.1,1989.12,21.16,146.99,27706.47,6018.6,83,493.12,291.21,706.85,232.51,39093.2
