Municipality Name,County,MPO,Year,Combination Long-Haul Truck,Combination Short-Haul Truck,Intercity Bus,Light Commercial Trucks,Motor Home,Motorcycles,Passenger Cars,Passenger Trucks,Refuse Truck,School Bus,Single Unit Long-Haul Truck,Single Unit Short-Haul Truck,Transit Bus,Total
Greenwich,Cumberland,SJTPO,2020,38.9,33.97,66.05,84.54,0.93,13.11,546.25,568.92,5.95,29.33,41.76,93.59,15.95,1623.26
Barnegat Light,Ocean,NJTPA,2019,179.36,42.92,12.93,53.61,2.5,8.26,1018.89,151.01,13.39,12.62,25.76,65.05,10.34,1596.63
Harvey Cedars,Ocean,NJTPA,2019,174.72,41.81,12.6,52.22,2.44,8.04,992.55,147.1,13.05,12.29,25.09,63.37,10.08,1555.36
Allenhurst,Monmouth,NJTPA,2017,28.06,6.97,3.49,74.36,1.05,10.9,1089.95,224.99,3.57,9.08,9.63,23.39,2.73,1488.17
Greenwich,Cumberland,SJTPO,2015,155.02,25.3,31.06,64.91,6.07,9.03,429.06,724.44,9.79,45.87,77.74,65.11,13.99,1336.38
Stockton,Hunterdon,NJTPA,2019,147.11,35.21,10.61,43.97,2.05,6.77,835.69,123.86,10.98,10.35,21.13,53.35,8.48,1309.56
Millstone,Somerset,NJTPA,2019,126.66,30.31,9.13,37.86,1.77,5.83,719.54,106.64,9.46,8.91,18.19,45.94,7.3,1127.54
Barnegat Light,Ocean,NJTPA,2017,38.88,9.66,16.53,77.21,1.54,3.53,607.93,233.62,3.73,21.01,5.51,13.38,12.81,1045.34
West Cape May,Cape May,SJTPO,2020,24.22,14.07,11.56,48.55,0.57,6.52,270.38,322.46,3.39,3.61,36.8,51.97,5.07,858.66
Millstone,Somerset,NJTPA,2017,14.63,3.63,5.61,44.29,0.03,3.12,616.19,134,0.14,8.58,0.54,1.31,4.36,836.44
Pine Valley,Camden,DVRPC,2019,30.26,12.16,10.43,33.18,1.94,5.09,272.17,288.74,10.75,8.83,22.42,35.82,4.87,790.2
Mantoloking,Ocean,NJTPA,2017,9.2,2.28,6.68,32.51,0.63,3.4,602.39,98.37,1.53,8.49,2.26,5.48,5.18,778.4
Mantoloking,Ocean,NJTPA,2019,83.93,20.09,6.05,25.09,1.17,3.86,476.82,70.67,6.27,5.91,12.05,30.44,4.84,747.19
Pine Valley,Camden,DVRPC,2015,14.77,45.7,3.42,47.02,1.54,2.38,229.41,253.1,4.01,3.84,14.68,29.08,2.22,571.07
Loch Arbour village,Monmouth,NJTPA,2017,12.8,3.18,3.26,26.51,0.41,3.46,389.82,80.2,1.38,8.48,3.73,9.05,2.55,544.83
West Cape May,Cape May,SJTPO,2015,29.17,33.71,11.02,36.52,4.71,3.17,180.56,290.41,7.53,6.84,9.04,43.86,5.06,524.45
Cape May Point,Cape May,SJTPO,2015,26.4,30.51,9.98,33.06,4.27,2.87,163.43,262.85,6.82,6.19,8.18,39.7,4.58,474.68
Loch Arbour village,Monmouth,NJTPA,2019,51.17,12.25,3.69,15.29,0.71,2.36,290.68,43.08,3.82,3.6,7.35,18.56,2.95,455.5
Cape May Point,Cape May,SJTPO,2020,11.28,6.56,5.39,22.61,0.27,3.04,125.95,150.21,1.58,1.68,17.14,24.21,2.36,400
Corbin City,Atlantic,SJTPO,2015,32.29,18.99,6,20.42,1,1.94,117.56,177.27,2.65,5.12,7.58,20.38,2.71,341.46
Tavistock,Camden,DVRPC,2019,9.07,3.65,3.13,9.95,0.58,1.53,81.6,86.57,3.22,2.65,6.72,10.74,1.46,236.91
West Wildwood,Cape May,SJTPO,2020,1.52,0.88,0.73,3.04,0.04,0.41,16.95,20.22,0.21,0.23,2.31,3.26,0.32,53.83
West Wildwood,Cape May,SJTPO,2015,2.89,3.34,1.09,3.62,0.47,0.31,17.9,28.78,0.75,0.68,0.9,4.35,0.5,51.98
Walpack,Sussex,NJTPA,2017,0.36,0.09,0.03,4.09,0.01,0.68,12.26,12.37,0.02,0.07,0.05,0.12,0.02,30.16
Walpack,Sussex,NJTPA,2019,1.85,0.44,0.13,0.55,0.03,0.09,10.52,1.56,0.14,0.13,0.27,0.67,0.11,16.48
Tavistock,Camden,DVRPC,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
