Municipality Name,County,MPO,Year,Combination Long-Haul Truck,Combination Short-Haul Truck,Intercity Bus,Light Commercial Trucks,Motor Home,Motorcycles,Passenger Cars,Passenger Trucks,Refuse Truck,School Bus,Single Unit Long-Haul Truck,Single Unit Short-Haul Truck,Transit Bus,Total
Jersey City ,Hudson,NJTPA,2017,30466729,7569134,15211589,60022744,47991,19691695,1522663383,181614802,1770724,9228355,5300273,12866943,11781723,1878236085
Newark ,Essex,NJTPA,2019,157119372,39206344,9285034,91242557,3348843,17821701,1726980607,297989301,5288749,11753328,20747523,50795152,7191128,2438769639
Vineland ,Cumberland,SJTPO,2020,6300284,5737971,8766848,26680683,230043,5246054,172282487,208213365,437069,5052250,6248987,13577057,2050552,460823403
Newark ,Essex,NJTPA,2017,46363269,11518481,6942410,51650492,168407,16828804,1491660841,156282266,3923717,4885745,11093379,26914616,5411518,1833643945
Hamilton,Mercer,DVRPC,2019,17690290,7414970,4998494,37795360,1733033,7355214,309838549,381424747,2849265,5489957,12110395,18757708,2257654,809715635
Elizabeth ,Union,NJTPA,2019,83858369,20925367,4955644,48698341,1787356,9511869,921730905,159044026,2822732,6273032,11073449,27110588,3838078,1301629756
Cherry Hill,Camden,DVRPC,2019,15522893,6506495,4386084,33164711,1520704,6454061,271877444,334692973,2500176,4817333,10626641,16459532,1981048,710510095
Edison,Middlesex,NJTPA,2019,72152231,18004307,4263863,41900333,1537852,8184068,793062657,136842410,2428697,5397356,9527659,23326107,3302301,1119929841
Vineland ,Cumberland,SJTPO,2015,13794164,2254409,3913064,20910706,932002,4584884,193529530,233391252,1474673,5922478,11866459,9938082,1762941,504274644
Trenton ,Mercer,DVRPC,2019,13760195,5767652,3888023,29398701,1348020,5721171,241004471,296686999,2216269,4270302,9419936,14590474,1756091,629828305
Jersey City ,Hudson,NJTPA,2019,64144279,16006068,3790628,37249944,1367170,7275745,705043095,121654698,2159145,4798322,8470213,20737215,2935787,995632309
Hamilton,Atlantic,SJTPO,2020,11875381,5853773,3748033,31937499,154772,4166778,216942466,238409611,443650,1804323,6921331,13138755,1672946,537069377
Woodbridge,Middlesex,NJTPA,2019,58100595,14497970,3433477,33740252,1238356,6590224,638613832,110192372,1955708,4346219,7672150,18783352,2659180,901823687
Secaucus,Hudson,NJTPA,2017,10112621,2512375,3238922,17900116,16673,4690784,437534795,54161563,589289,1966089,1772270,4302361,2508634,541306492
North Bergen,Hudson,NJTPA,2017,6798933,1689121,3216737,12969542,15433,4112592,339375672,39242780,537483,1954128,1619108,3930559,2491477,417953565
Egg Harbor,Atlantic,SJTPO,2020,9887299,4873781,3120567,26590776,128862,3469209,180623676,198496962,369377,1502257,5762617,10939169,1392875,447157475
Millville ,Cumberland,SJTPO,2020,2162505,1969497,3009126,9157857,78960,1800652,59134111,71466998,150019,1734130,2144897,4660179,703830,158172677
Hoboken ,Hudson,NJTPA,2017,2798352,695226,2995003,9645718,4879,3914670,232781836,29185664,180205,1816969,539373,1309421,2319696,288187012
Mount Laurel,Burlington,DVRPC,2019,10469907,4388512,2958333,22368989,1025687,4353145,183376346,225744268,1686323,3249203,7167475,11101653,1336181,479226020
Gloucester,Camden,DVRPC,2019,10428065,4370974,2946510,22279595,1021588,4335749,182643510,224842115,1679583,3236218,7138831,11057286,1330841,477310865
Parsippany-Troy Hills,Morris,NJTPA,2019,49762119,12417251,2940712,28897920,1060628,5644407,546961301,94377791,1675028,3722459,6571058,16087605,2277541,772395820
Paterson ,Passaic,NJTPA,2019,48736568,12161344,2880107,28302361,1038771,5528080,535688917,92432754,1640507,3645744,6435637,15756051,2230601,756477442
Toms River,Ocean,NJTPA,2019,47502001,11853280,2807148,27585420,1012458,5388047,522119160,90091299,1598951,3553390,6272613,15356929,2174100,737314796
Camden ,Camden,DVRPC,2019,9822222,4117032,2775326,20985209,962236,4083853,172032401,211779378,1582004,3048202,6724083,10414887,1253522,449580355
Hamilton,Atlantic,SJTPO,2015,10124167,5962637,2663466,23179524,542018,3473885,186831243,201210964,1405199,2329548,4078328,10962561,1202945,453966485
Egg Harbor,Atlantic,SJTPO,2015,9867969,5811749,2596066,22592952,528302,3385976,182103368,196119202,1369639,2270598,3975124,10685147,1172503,442478596
Washington,Gloucester,DVRPC,2019,9077840,3805020,2564997,19394835,889313,3774356,158994846,195729580,1462111,2817193,6214496,9625590,1158524,415508700
Lawrence,Mercer,DVRPC,2019,8989788,3768113,2540117,19206710,880686,3737746,157452636,193831052,1447929,2789866,6154217,9532224,1147286,411478370
West Windsor,Mercer,DVRPC,2019,8953337,3752834,2529817,19128833,877116,3722591,156814215,193045128,1442058,2778554,6129263,9493574,1142634,409809955
Elizabeth ,Union,NJTPA,2017,40553217,10075022,2448602,28392464,188717,8213064,652550241,85908912,1780250,2608111,7389880,17931471,1893300,859933251
Piscataway,Middlesex,NJTPA,2019,39936217,9965372,2360045,23191811,851200,4529877,438959707,75742193,1344282,2987432,5273553,12910988,1827821,619880498
Bayonne ,Hudson,NJTPA,2017,5930318,1473323,2332587,9748366,9758,3346640,240509652,29496278,360271,1415102,1078367,2617855,1806645,300125162
Paramus ,Bergen,NJTPA,2019,39426228,9838113,2329909,22895648,840331,4472031,433354149,74774958,1327116,2949283,5206211,12746114,1804481,611964572
Kearny,Hudson,NJTPA,2017,11127102,2764417,2329729,9726776,11244,3517393,255134006,29430928,414949,1415308,1242009,3015108,1804528,321933497
Lakewood,Ocean,NJTPA,2019,38559795,9621912,2278704,22392490,821864,4373752,423830733,73131698,1297951,2884467,5091798,12466002,1764826,598515992
Clifton ,Passaic,NJTPA,2019,36985507,9229074,2185672,21478266,788309,4195185,406526906,70145936,1244958,2766704,4883914,11957051,1692772,574080254
Evesham,Burlington,DVRPC,2019,7650416,3206709,2161669,16345138,749475,3180866,133994060,164952523,1232205,2374209,5237311,8112036,976354,350172970
Franklin,Somerset,NJTPA,2019,36354776,9071689,2148398,21111993,774862,4123643,399594245,68949708,1223731,2719523,4800626,11753144,1663907,564290245
Wayne,Passaic,NJTPA,2019,35718726,8912974,2110812,20742625,761306,4051496,392603078,67743388,1202317,2671942,4716636,11547513,1634795,554417608
Galloway,Atlantic,SJTPO,2020,6673269,3289478,2106175,17947005,86973,2341485,121908963,133972241,249305,1013924,3889383,7383211,940098,301801543
Galloway,Atlantic,SJTPO,2015,7842725,4618980,2063264,17956108,419877,2691058,144729550,155868857,1088543,1804594,3159293,8492191,931866,351666906
Hackensack ,Bergen,NJTPA,2019,34115896,8513016,2016092,19811825,727146,3869689,374985535,64703492,1148366,2552042,4504983,11029335,1561436,529538853
Ewing,Mercer,DVRPC,2019,6990722,2930195,1975269,14935699,684848,2906581,122439775,150728695,1125952,2169482,4785699,7412536,892163,319977615
Bridgewater,Somerset,NJTPA,2019,33144894,8270719,1958710,19247945,706450,3759552,364312751,62861911,1115681,2479406,4376765,10715420,1516993,514467197
Deptford,Gloucester,DVRPC,2019,6900628,2892431,1949812,14743213,676021,2869122,120861810,148786151,1111441,2141522,4724022,7317006,880665,315853845
Middle,Cape May,SJTPO,2015,3634553,4206610,1944713,16474838,1012746,2252476,114040600,131005229,1588587,1236169,1931881,9373894,892282,277098249
West New York,Hudson,NJTPA,2017,1668134,414434,1921214,5933397,2388,2446798,148876799,17953066,88059,1165534,263569,639853,1488024,182861269
Atlantic City ,Atlantic,SJTPO,2020,6075604,2994869,1917544,16339651,79184,2131779,110990662,121973540,226977,923116,3541045,6721963,855902,274771863
Union,Union,NJTPA,2019,32320184,8064927,1909975,18769019,688872,3666007,355247951,61297786,1087920,2417714,4267861,10448799,1479248,501666263
Winslow,Camden,DVRPC,2019,6747257,2828145,1906477,14415536,660996,2805354,118175582,145479288,1086739,2093926,4619028,7154381,861092,308833800
Edison,Middlesex,NJTPA,2017,32064944,7966194,1887912,32052303,374218,5024814,895706503,96982735,2319490,2224425,9048699,21971081,1468250,1109091568
Union City ,Hudson,NJTPA,2017,2140715,531842,1887321,7387029,3050,2798587,182458664,22351415,112414,1144973,336508,816899,1461781,223431198
Hammonton,Atlantic,SJTPO,2020,5964407,2940056,1882449,16040599,77734,2092763,108959287,119741154,222823,906221,3476236,6598936,840237,269742930
South Brunswick,Middlesex,NJTPA,2019,31632327,7893285,1869326,18369567,674211,3587985,347687342,59993211,1064768,2366257,4177029,10226423,1447765,490989496
Brick,Ocean,NJTPA,2019,31552880,7873459,1864631,18323428,672516,3578974,346814094,59842530,1062093,2360316,4166540,10200734,1444127,489756322
New Brunswick ,Middlesex,NJTPA,2019,31302168,7810899,1849811,18177834,667173,3550536,344058399,59367037,1053655,2341563,4133435,10119684,1432655,485864849
Freehold,Monmouth,NJTPA,2019,30386517,7582416,1795704,17646097,647658,3446676,333993999,57630431,1022833,2273067,4012521,9823663,1390747,471652329
Middle,Cape May,SJTPO,2020,4570103,2768471,1788003,17846923,164387,3040113,99336807,137473661,289813,724687,6415237,8783482,758719,283960330
Jackson,Ocean,NJTPA,2019,29653262,7399445,1752372,17220279,632028,3363504,325934404,56239756,998151,2218215,3915695,9586609,1357187,460270907
Pennsauken,Camden,DVRPC,2019,6193016,2595832,1749873,13231398,606700,2574913,108468262,133529155,997470,1921924,4239606,6566697,790359,283465205
Princeton,Mercer,DVRPC,2019,6189754,2594465,1748951,13224429,606381,2573557,108411138,133458832,996945,1920912,4237374,6563239,789943,283315920
Burlington,Burlington,DVRPC,2019,6180328,2590514,1746288,13204291,605457,2569638,108246051,133255603,995427,1917986,4230921,6553245,788740,282884490
Middletown,Monmouth,NJTPA,2019,29345587,7322668,1734189,17041607,625471,3328605,322552595,55656224,987792,2195199,3875068,9487140,1343104,455495249
Monroe,Gloucester,DVRPC,2019,6001679,2515633,1695809,12822607,587956,2495360,105117077,129403699,966653,1862545,4108621,6363816,765941,274707395
Paterson ,Passaic,NJTPA,2017,6149606,1527801,1694866,21312981,137589,3652387,493579898,64488054,795655,1971619,2637225,6400127,1319893,605667701
Morristown,Morris,NJTPA,2019,28561901,7127114,1687876,16586504,608768,3239714,313938694,54169904,961414,2136575,3771582,9233782,1307236,443331064
Woodbridge,Middlesex,NJTPA,2017,26998864,6707584,1663894,23537430,343108,5012334,694198957,71218744,2126643,1960471,8296392,20144407,1294031,863502859
Howell,Monmouth,NJTPA,2019,27811112,6939768,1643507,16150506,592766,3154554,305686395,52745975,936143,2080413,3672440,8991060,1272873,431677512
Old Bridge,Middlesex,NJTPA,2019,27653190,6900364,1634176,16058796,589399,3136642,303950606,52446466,930825,2068601,3651589,8940006,1265648,429226308
Voorhees,Camden,DVRPC,2019,5719259,2397255,1616010,12219216,560288,2377936,100170608,123314381,921165,1774900,3915283,6064355,729898,261780555
Moorestown,Burlington,DVRPC,2019,5567978,2333845,1573265,11896003,545468,2315037,97520973,120052565,896799,1727951,3811719,5903946,710591,254856140
East Brunswick,Middlesex,NJTPA,2019,26200141,6537781,1548309,15214978,558428,2971825,287979372,49690640,881915,1959904,3459715,8470250,1199142,406672400
Maurice River,Cumberland,SJTPO,2020,1097433,999485,1527078,4647451,40071,913799,30009518,36268241,76132,880041,1088498,2364958,357181,80269844
Wayne,Passaic,NJTPA,2017,3452261,857678,1513466,18977197,75909,2972570,437585539,57420533,448109,1760074,1478974,3589218,1178609,531310137
Hammonton,Atlantic,SJTPO,2015,5738888,3379923,1509787,13139321,307243,1969173,105905357,114056507,796537,1320505,2311802,6214132,681890,257331064
Atlantic City ,Atlantic,SJTPO,2015,5735630,3378005,1508930,13131864,307069,1968055,105845245,113991769,796085,1319756,2310490,6210604,681502,257185004
Upper,Cape May,SJTPO,2015,2760158,3194590,1476857,12511347,769101,1710579,86604889,99488194,1206407,938774,1467112,7118737,677618,210434381
East Windsor,Mercer,DVRPC,2019,5210408,2183968,1472231,11132054,510439,2166367,91258276,112342912,839208,1616984,3566934,5524800,664958,238489540
North Brunswick,Middlesex,NJTPA,2019,24439954,6098557,1444288,14192801,520911,2772169,268632235,46352305,822667,1828233,3227281,7901198,1118582,379351181
Hamilton,Mercer,DVRPC,2015,4378804,13567114,1435673,50463923,789620,4019886,344705203,271629422,2009943,1651025,7465502,14787437,933188,717836740
Livingston,Essex,NJTPA,2017,2326905,578094,1412041,9298132,7055,2949295,254636436,28133965,164351,993721,464662,1127355,1100670,303192682
Upper,Cape May,SJTPO,2020,3566382,2160439,1395308,13927247,128283,2372421,77519707,107280657,226162,565526,5006274,6854388,592084,221594817
Montclair,Essex,NJTPA,2017,1721847,427774,1389981,9779232,6183,3548575,269117295,29589658,126766,998579,361184,876312,1083444,319026830
Hopewell,Mercer,DVRPC,2019,4832209,2025444,1365369,10324030,473388,2009121,84634259,104188459,778294,1499615,3308027,5123780,616692,221178685
Cherry Hill,Camden,DVRPC,2015,4098664,12699138,1343824,47235419,739103,3762708,322652178,254251529,1881354,1545398,6987886,13841389,873486,671912075
Secaucus,Hudson,NJTPA,2019,22212454,5542723,1312653,12899244,473437,2519510,244148622,42127675,747687,1661604,2933142,7181069,1016632,344776452
West Deptford,Gloucester,DVRPC,2019,4637595,1943870,1310379,9908236,454323,1928205,81225670,99992338,746948,1439219,3174798,4917424,591855,212270860
Upper Deerfield,Cumberland,SJTPO,2020,935313,851834,1301488,3960898,34151,778806,25576306,30910447,64885,750035,927697,2015591,304416,68411830
Mahwah,Bergen,NJTPA,2019,21966028,5481231,1298091,12756139,468184,2491558,241440021,41660308,739393,1643171,2900600,7101402,1005354,340951480
Trenton ,Mercer,DVRPC,2015,3931765,12182027,1289103,45311983,709007,3609489,309513714,243898354,1804745,1482469,6703337,13277765,837917,644551675
Millville ,Cumberland,SJTPO,2015,4433644,724600,1257715,6721004,299559,1473648,62203196,75015331,473981,1903570,3814052,3194244,566635,162081179
Pemberton,Burlington,DVRPC,2019,4341898,1819927,1226829,9276479,425355,1805261,76046655,93616744,699322,1347453,2972371,4603885,554118,198736295
Toms River,Ocean,NJTPA,2017,1934088,480501,1225649,23281733,473545,5768544,484970895,70445050,1150357,1557914,1698359,4123420,949757,598059812
Sayreville ,Middlesex,NJTPA,2019,20390538,5088097,1204989,11841221,434604,2312852,224122992,38672266,686360,1525315,2692559,6592059,933247,316497099
Linden ,Union,NJTPA,2019,20355250,5079290,1202901,11820725,433852,2308851,223735130,38605341,685174,1522675,2687900,6580655,931631,315949375
West Orange,Essex,NJTPA,2017,3075038,763961,1178205,6435303,6646,2460013,236904098,19471712,154824,829160,437728,1062009,918397,273697094
Perth Amboy ,Middlesex,NJTPA,2019,19924463,4971794,1177444,11570559,424669,2259986,219000121,37788319,670673,1490450,2631013,6441383,911914,309262788
Wall,Monmouth,NJTPA,2019,19864990,4956955,1173929,11536023,423401,2253242,218346427,37675524,668670,1486003,2623160,6422157,909191,308339672
Medford,Burlington,DVRPC,2019,4114079,1724436,1162457,8789742,403037,1710539,72056490,88704677,662629,1276752,2816410,4362319,525043,188308610
Hills,Somerset,NJTPA,2019,19631198,4898617,1160112,11400254,418420,2226723,215776696,37232119,660800,1468514,2592288,6346574,898491,304710806
Willingboro,Burlington,DVRPC,2019,4019335,1684724,1135687,8587323,393755,1671147,70397099,86661894,647369,1247350,2751551,4261859,512952,183972045
Glassboro ,Gloucester,DVRPC,2019,3996529,1675164,1129242,8538597,391521,1661664,69997649,86170155,643696,1240272,2735938,4237676,510041,182928145
Livingston,Essex,NJTPA,2019,18932124,4724175,1118800,10994287,403520,2147429,208092810,35906270,637268,1416218,2499976,6120571,866496,293859944
Pleasantville ,Atlantic,SJTPO,2020,3532647,1741360,1114952,9500656,46041,1239519,64535289,70921261,131975,536744,2058933,3908471,497662,159765528
Union,Union,NJTPA,2017,5752335,1429107,1102232,12017904,34459,3249002,361841359,36363353,299108,1183831,1299322,3152832,852093,428576937
Manchester,Ocean,NJTPA,2019,18606731,4642978,1099571,10805325,396584,2110521,204516248,35289137,626317,1391878,2457007,6015374,851604,288809275
Marlboro,Monmouth,NJTPA,2019,18580550,4636447,1098025,10790122,396025,2107551,204228492,35239484,625435,1389919,2453551,6006909,850405,288402915
Mount Olive,Morris,NJTPA,2019,18469484,4608731,1091460,10725621,393657,2094953,203007690,35028836,621696,1381610,2438885,5971003,845322,286678948
Montclair,Essex,NJTPA,2019,18286524,4563077,1080649,10619371,389758,2074201,200996687,34681839,615538,1367925,2414726,5911854,836947,283839096
Bernards,Somerset,NJTPA,2019,18268718,4558633,1079597,10609033,389379,2072180,200800968,34648069,614938,1366593,2412374,5906098,836133,283562713
Parsippany-Troy Hills,Morris,NJTPA,2017,18164059,4512670,1070169,22087499,359094,1786716,596112672,66831576,1408310,1758496,4941246,11994017,829143,731855667
West Orange,Essex,NJTPA,2019,17952658,4479767,1060920,10425490,382644,2036331,197326991,34048633,604299,1342950,2370637,5803919,821667,278656906
Bridgeton ,Cumberland,SJTPO,2020,761980,693971,1060295,3226860,27822,634477,20836477,25182089,52861,611038,755775,1642059,248001,55733676
Passaic ,Passaic,NJTPA,2019,17821104,4446938,1053145,10349094,379838,2021408,195881028,33799136,599872,1333109,2353268,5761388,815647,276614975
Plainsboro,Middlesex,NJTPA,2019,17586888,4388494,1039304,10213079,374846,1994842,193306612,33354921,591987,1315589,2322338,5685669,804924,272979493
Rockaway,Morris,NJTPA,2019,17421543,4347236,1029533,10117059,371322,1976087,191489227,33041332,586421,1303220,2300504,5632214,797359,270413057
Hackettstown,Warren,NJTPA,2017,535741,133097,1028450,6523789,40179,992991,90963135,19739445,66112,1295479,255605,620449,798900,122993372
North Bergen,Hudson,NJTPA,2019,17350926,4329615,1025359,10076053,369816,1968076,190713035,32907401,584044,1297938,2291178,5609385,794127,269316953
Stafford,Ocean,NJTPA,2019,17345532,4328269,1025041,10072918,369703,1967465,190653747,32897171,583863,1297534,2290467,5607640,793880,269233230
Piscataway,Middlesex,NJTPA,2017,7731514,1920812,1017737,15933606,135051,2445694,509882854,48211348,836599,1199492,3263727,7924617,791505,601294556
Fairfield,Essex,NJTPA,2019,17216896,4296170,1017439,9998218,366961,1952875,189239853,32653205,579533,1287911,2273481,5566054,787992,267236588
Neptune,Monmouth,NJTPA,2019,17085418,4263363,1009670,9921865,364159,1937962,187794703,32403846,575108,1278076,2256120,5523548,781976,265195814
Roxbury,Morris,NJTPA,2019,17076365,4261103,1009135,9916608,363965,1936934,187695209,32386678,574804,1277399,2254925,5520621,781560,265055306
Manalapan,Monmouth,NJTPA,2019,17029736,4249468,1006379,9889529,362972,1931647,187182665,32298239,573233,1273910,2248767,5505546,779425,264331516
New Brunswick ,Middlesex,NJTPA,2017,3514066,873034,993029,11613262,55238,1516085,372134395,35139004,342000,1170229,1334202,3239562,772291,432696397
South Plainfield ,Middlesex,NJTPA,2019,16738359,4176760,989161,9720320,356761,1898595,183979994,31745621,563426,1252114,2210290,5411346,766091,259808838
Teaneck,Bergen,NJTPA,2019,16712990,4170429,987662,9705588,356221,1895718,183701165,31697509,562571,1250217,2206941,5403146,764929,259415086
Fair Lawn ,Bergen,NJTPA,2019,16666493,4158827,984914,9678586,355229,1890443,183190086,31609322,561006,1246738,2200801,5388113,762802,258693360
Logan,Gloucester,DVRPC,2019,3485261,1460864,984781,7446272,341434,1449091,61042998,75146589,561349,1081607,2385936,3695559,444793,159526535
Bayonne ,Hudson,NJTPA,2019,16604257,4143296,981234,9642443,353905,1883385,182505987,31491282,558913,1242081,2192582,5367994,759953,257727312
Monroe,Middlesex,NJTPA,2019,16535917,4126246,977196,9602759,352447,1875632,181754854,31361673,556611,1236970,2183559,5345900,756826,256666590
East Orange ,Essex,NJTPA,2019,16055943,4006476,948833,9324029,342217,1821188,176479220,30451365,540456,1201067,2120177,5190728,734857,249216556
Clifton ,Passaic,NJTPA,2017,4823147,1198259,944437,13437879,97906,2206424,384143534,40659864,566258,1097557,1876866,4554861,735491,456342483
Hanover,Morris,NJTPA,2019,15696586,3916804,927596,9115341,334556,1780430,172529322,29769814,528359,1174184,2072725,5074553,718410,243638680
Randolph,Morris,NJTPA,2019,15603826,3893657,922115,9061472,332580,1769908,171509763,29593890,525237,1167245,2060475,5044563,714164,242198895
Plainfield ,Union,NJTPA,2019,15580913,3887940,920760,9048170,332091,1767309,171257921,29550436,524465,1165530,2057452,5037156,713117,241843260
Berkeley,Ocean,NJTPA,2019,15546922,3879457,918753,9028430,331366,1763452,170884307,29485970,523322,1162989,2052963,5026170,711561,241315662
Montville,Morris,NJTPA,2019,15400331,3842878,910089,8943299,328242,1746825,169273034,29207944,518386,1152022,2033606,4978776,704850,239040282
Fort Lee ,Bergen,NJTPA,2019,15224715,3799056,899711,8841316,324500,1726904,167342750,28874877,512476,1138886,2010414,4922000,696813,236314418
Mullica,Atlantic,SJTPO,2020,2843240,1401528,897366,7646573,37056,997623,51941024,57080753,106220,431996,1657126,3145721,400542,128586782
Gloucester,Camden,DVRPC,2015,2728084,8452587,894454,31440047,491950,2504470,214758326,169230634,1252235,1028622,4651159,9212873,581395,447226835
Eatontown ,Monmouth,NJTPA,2019,15125969,3774417,893875,8783972,322394,1715705,166257388,28687596,509151,1131500,1997376,4890077,692294,234781714
Ocean,Monmouth,NJTPA,2019,15021401,3748323,887696,8723247,320167,1703845,165108027,28489275,505631,1123676,1983567,4856272,687508,233158635
Florham Park ,Morris,NJTPA,2019,14959785,3732948,884054,8687465,318852,1696856,164430764,28372414,503558,1119068,1975431,4836352,684687,232202234
Kearny,Hudson,NJTPA,2019,14833156,3701350,876570,8613930,316153,1682493,163038933,28132255,499297,1109594,1958709,4795414,678889,230236743
South Brunswick,Middlesex,NJTPA,2017,13789243,3425791,868255,13236145,196343,1982484,378714716,40049472,1216977,1023015,4747618,11527661,675251,471452971
Franklin,Gloucester,DVRPC,2019,3063315,1284003,865557,6544781,300098,1273655,53652765,66048890,493389,950661,2097080,3248153,390943,140213290
Bloomfield,Essex,NJTPA,2019,14607133,3644951,863214,8482675,311336,1656855,160554603,27703586,491686,1092688,1928865,4722344,668547,226728483
Robbinsville,Mercer,DVRPC,2019,3040061,1274256,858987,6495101,297820,1263987,53245494,65547522,489644,943444,2081161,3223496,387976,139148950
Bordentown,Burlington,DVRPC,2019,3020189,1265927,853372,6452644,295873,1255725,52897442,65119055,486443,937277,2067557,3202425,385440,138239370
Cinnaminson,Burlington,DVRPC,2019,3013507,1263126,851484,6438367,295219,1252947,52780401,64974972,485367,935204,2062982,3195339,384587,137933500
Summit ,Union,NJTPA,2019,14308532,3570440,845569,8309269,304972,1622986,157272515,27137263,481635,1070350,1889434,4625808,654880,222093653
Lakewood,Ocean,NJTPA,2017,1747955,434261,844913,15855082,455918,3845794,335884417,47973751,1107539,1073958,1635146,3969942,654722,415483398
Mantua,Gloucester,DVRPC,2019,2987941,1252410,844260,6383746,292714,1242317,52332626,64423742,481249,927270,2045481,3168231,381324,136763310
East Hanover,Morris,NJTPA,2019,14141137,3528669,835676,8212059,301404,1603998,155432579,26819784,476001,1057828,1867329,4571690,647219,219495373
Millburn,Essex,NJTPA,2017,3100919,770390,835147,6424932,17209,1944392,208916588,19440337,193249,664091,679453,1648653,649799,245285159
Denville,Morris,NJTPA,2019,14117917,3522875,834304,8198574,300909,1601364,155177364,26775746,475219,1056092,1864263,4564184,646156,219134967
Florence,Burlington,DVRPC,2019,2949010,1236092,833260,6300570,288900,1226130,51650769,63584346,474979,915188,2018829,3126951,376356,134981380
Brick,Ocean,NJTPA,2017,1193550,296526,830164,16444172,293813,4157701,323530032,49756191,713744,1055219,1053754,2558387,643296,402526549
Millburn,Essex,NJTPA,2019,14015887,3497416,828274,8139323,298735,1589792,154055899,26582238,471785,1048460,1850789,4531199,641486,217551283
Branchburg,Somerset,NJTPA,2019,13987148,3490245,826576,8122635,298122,1586531,153740018,26527734,470818,1046310,1846995,4521907,640171,217105210
Mount Laurel,Burlington,DVRPC,2015,2516900,7798264,825213,29006243,453867,2310597,198133682,156130332,1155298,948995,4291108,8499696,536389,412606585
Tinton Falls ,Monmouth,NJTPA,2019,13875959,3462498,820006,8058064,295753,1573919,152517860,26316851,467074,1037993,1832312,4485961,635083,215379333
Franklin,Somerset,NJTPA,2017,3547668,881381,816358,16619464,121572,2451639,447454774,50286585,578129,1224846,2262021,5486223,634303,532364963
Mullica,Atlantic,SJTPO,2015,3092895,1821563,813679,7081257,165585,1061259,57076238,61469188,429283,711668,1245914,3349021,367495,138685044
East Orange ,Essex,NJTPA,2017,1613880,400955,809823,6044235,3686,2367341,194101517,18288437,85889,569913,242828,589146,631247,225748897
Jackson,Ocean,NJTPA,2017,2547624,632932,806094,17235434,475549,3809302,339323454,52150371,1172794,1077494,1805814,4384373,624980,426046215
Cranford,Union,NJTPA,2019,13582361,3389236,802656,7887565,289495,1540618,149290785,25760021,457193,1016029,1793541,4391044,621645,210822189
Englewood ,Bergen,NJTPA,2019,13505316,3370011,798102,7842824,287852,1531878,148443942,25613899,454599,1010267,1783368,4366136,618118,209626312
Raritan,Somerset,NJTPA,2019,13457870,3358172,795298,7815271,286842,1526496,147922443,25523915,453001,1006717,1777104,4350798,615946,208889873
West Windsor,Mercer,DVRPC,2015,2423999,7510425,794754,27935600,437115,2225311,190820416,150367442,1112655,913967,4132720,8185965,516590,397376960
Vernon,Sussex,NJTPA,2019,13318187,3323318,787043,7734154,283863,1510652,146387108,25258993,448300,996268,1758660,4305639,609554,206721739
Harrison,Hudson,NJTPA,2017,1736860,431501,777830,3074705,3978,711545,78533370,9303322,146875,471883,439627,1067238,602443,97301177
Long Branch ,Monmouth,NJTPA,2019,13064411,3259991,772046,7586783,278455,1481867,143597738,24777691,439758,977283,1725147,4223595,597940,202782705
Camden ,Camden,DVRPC,2015,2348897,7277731,770130,27070080,423572,2156365,184908283,145708651,1078182,885650,4004678,7932342,500585,385065145
East Brunswick,Middlesex,NJTPA,2017,6228565,1547420,768120,11391969,68273,1634340,331279616,34469417,423169,905033,1650849,4008411,597376,394972558
Maple Shade,Burlington,DVRPC,2019,2716375,1138581,767527,5803543,266110,1129406,47576245,58568429,437510,842992,1859572,2880278,346667,124333235
Harrison,Gloucester,DVRPC,2019,2703169,1133046,763796,5775329,264817,1123915,47344955,58283701,435383,838894,1850532,2866276,344981,123728795
North Brunswick,Middlesex,NJTPA,2017,12628869,3137510,761639,9232747,194099,1190887,278047697,27936118,1203064,897395,4693350,11395894,592334,351911603
Phillipsburg,Warren,NJTPA,2017,415586,103247,759281,5484343,23346,1089100,79896131,16594330,38416,956421,148525,360523,589809,106459058
Rahway ,Union,NJTPA,2019,12795930,3192997,756179,7430869,272732,1451413,140646714,24268493,430720,957200,1689694,4136799,585651,198615391
Paramus ,Bergen,NJTPA,2017,6058502,1505171,754486,21227551,32069,3151479,440705649,64229571,295546,557326,1168748,2837151,585791,543109040
Linden ,Union,NJTPA,2017,12085224,3002446,754239,8973044,108686,2460389,209512955,27150329,943448,810078,4098323,9944668,583074,280426903
Bloomfield,Essex,NJTPA,2017,1057866,262815,752671,6398707,2597,2644939,194330344,19360985,60267,530221,170439,413512,586698,226572061
Carteret ,Middlesex,NJTPA,2019,12682737,3164753,749490,7365135,270320,1438575,139402546,24053811,426910,948734,1674748,4100204,580470,196858433
Paramus borough,Somerset,NJTPA,2019,12653064,3157348,747738,7347904,269687,1435209,139076403,23997537,425911,946513,1670830,4090612,579112,196397868
Irvington,Essex,NJTPA,2019,12622674,3149763,745941,7330256,269041,1431763,138742374,23939901,424889,944238,1666817,4080788,577724,195926169
East Rutherford ,Bergen,NJTPA,2019,12601234,3144413,744675,7317805,268582,1429330,138506703,23899235,424166,942636,1663986,4073855,576741,195593361
Dennis,Cape May,SJTPO,2020,1887673,1143512,738531,7371640,67900,1255713,41030891,56783251,119707,299331,2649802,3628002,313388,117289309
Ramsey ,Bergen,NJTPA,2019,12422452,3099802,734109,7213981,264772,1409051,136541621,23560162,418148,929262,1640378,4016057,568558,192818353
