zip,Zipcode name,City,State,County Name
7890,"BRANCHVILLE, NJ",BRANCHVILLE,NJ,SUSSEX
7885,"WHARTON, NJ",WHARTON,NJ,MORRIS
7882,"WASHINGTON, NJ",WASHINGTON,NJ,WARREN
7881,"WALLPACK CENTER, NJ",WALLPACK CENTER,NJ,SUSSEX
7880,"VIENNA, NJ",VIENNA,NJ,WARREN
7879,"TRANQUILITY, NJ",TRANQUILITY,NJ,SUSSEX
7878,"MOUNT TABOR, NJ",MOUNT TABOR,NJ,MORRIS
7877,"SWARTSWOOD, NJ",SWARTSWOOD,NJ,SUSSEX
7876,"SUCCASUNNA, NJ",SUCCASUNNA,NJ,MORRIS
7875,"STILLWATER, NJ",STILLWATER,NJ,SUSSEX
7874,"STANHOPE, NJ",STANHOPE,NJ,SUSSEX
7871,"SPARTA, NJ",SPARTA,NJ,SUSSEX
7870,"SCHOOLEYS MOUNTAIN, NJ",SCHOOLEYS MOUNTAIN,NJ,MORRIS
7869,"RANDOLPH, NJ",RANDOLPH,NJ,MORRIS
7866,"ROCKAWAY, NJ",ROCKAWAY,NJ,MORRIS
7865,"PORT MURRAY, NJ",PORT MURRAY,NJ,WARREN
7863,"OXFORD, NJ",OXFORD,NJ,WARREN
7860,"NEWTON, NJ",NEWTON,NJ,SUSSEX
7857,"NETCONG, NJ",NETCONG,NJ,MORRIS
7856,"MOUNT ARLINGTON, NJ",MOUNT ARLINGTON,NJ,MORRIS
7855,"MIDDLEVILLE, NJ",MIDDLEVILLE,NJ,SUSSEX
7853,"LONG VALLEY, NJ",LONG VALLEY,NJ,MORRIS
7852,"LEDGEWOOD, NJ",LEDGEWOOD,NJ,MORRIS
7851,"LAYTON, NJ",LAYTON,NJ,SUSSEX
7850,"LANDING, NJ",LANDING,NJ,MORRIS
7849,"LAKE HOPATCONG, NJ",LAKE HOPATCONG,NJ,MORRIS
7848,"LAFAYETTE, NJ",LAFAYETTE,NJ,SUSSEX
7847,"KENVIL, NJ",KENVIL,NJ,MORRIS
7846,"JOHNSONBURG, NJ",JOHNSONBURG,NJ,WARREN
7845,"IRONIA, NJ",IRONIA,NJ,MORRIS
7844,"HOPE, NJ",HOPE,NJ,WARREN
7843,"HOPATCONG, NJ",HOPATCONG,NJ,SUSSEX
7842,"HIBERNIA, NJ",HIBERNIA,NJ,MORRIS
7840,"HACKETTSTOWN, NJ",HACKETTSTOWN,NJ,WARREN
7839,"GREENDELL, NJ",GREENDELL,NJ,SUSSEX
7838,"GREAT MEADOWS, NJ",GREAT MEADOWS,NJ,WARREN
7836,"FLANDERS, NJ",FLANDERS,NJ,MORRIS
7834,"DENVILLE, NJ",DENVILLE,NJ,MORRIS
7833,"DELAWARE, NJ",DELAWARE,NJ,WARREN
7832,"COLUMBIA, NJ",COLUMBIA,NJ,WARREN
7831,"CHANGEWATER, NJ",CHANGEWATER,NJ,WARREN
7830,"CALIFON, NJ",CALIFON,NJ,HUNTERDON
7829,"BUTTZVILLE, NJ",BUTTZVILLE,NJ,WARREN
7828,"BUDD LAKE, NJ",BUDD LAKE,NJ,MORRIS
7827,"MONTAGUE, NJ",MONTAGUE,NJ,SUSSEX
7826,"BRANCHVILLE, NJ",BRANCHVILLE,NJ,SUSSEX
7825,"BLAIRSTOWN, NJ",BLAIRSTOWN,NJ,WARREN
7823,"BELVIDERE, NJ",BELVIDERE,NJ,WARREN
7822,"AUGUSTA, NJ",AUGUSTA,NJ,SUSSEX
7821,"ANDOVER, NJ",ANDOVER,NJ,SUSSEX
7820,"ALLAMUCHY, NJ",ALLAMUCHY,NJ,WARREN
7806,"PICATINNY ARSENAL, NJ",PICATINNY ARSENAL,NJ,MORRIS
7803,"MINE HILL, NJ",MINE HILL,NJ,MORRIS
7802,"DOVER, NJ",DOVER,NJ,MORRIS
7801,"DOVER, NJ",DOVER,NJ,MORRIS
7765,"WICKATUNK, NJ",WICKATUNK,NJ,MONMOUTH
7764,"WEST LONG BRANCH, NJ",WEST LONG BRANCH,NJ,MONMOUTH
7763,"TENNENT, NJ",TENNENT,NJ,MONMOUTH
7762,"SPRING LAKE, NJ",SPRING LAKE,NJ,MONMOUTH
7760,"RUMSON, NJ",RUMSON,NJ,MONMOUTH
7758,"PORT MONMOUTH, NJ",PORT MONMOUTH,NJ,MONMOUTH
7757,"OCEANPORT, NJ",OCEANPORT,NJ,MONMOUTH
7756,"OCEAN GROVE, NJ",OCEAN GROVE,NJ,MONMOUTH
7755,"OAKHURST, NJ",OAKHURST,NJ,MONMOUTH
7754,"NEPTUNE, NJ",NEPTUNE,NJ,MONMOUTH
7753,"NEPTUNE, NJ",NEPTUNE,NJ,MONMOUTH
7752,"NAVESINK, NJ",NAVESINK,NJ,MONMOUTH
7751,"MORGANVILLE, NJ",MORGANVILLE,NJ,MONMOUTH
7750,"MONMOUTH BEACH, NJ",MONMOUTH BEACH,NJ,MONMOUTH
7748,"MIDDLETOWN, NJ",MIDDLETOWN,NJ,MONMOUTH
7747,"MATAWAN, NJ",MATAWAN,NJ,MONMOUTH
7746,"MARLBORO, NJ",MARLBORO,NJ,MONMOUTH
7740,"LONG BRANCH, NJ",LONG BRANCH,NJ,MONMOUTH
7739,"LITTLE SILVER, NJ",LITTLE SILVER,NJ,MONMOUTH
7738,"LINCROFT, NJ",LINCROFT,NJ,MONMOUTH
7737,"LEONARDO, NJ",LEONARDO,NJ,MONMOUTH
7735,"KEYPORT, NJ",KEYPORT,NJ,MONMOUTH
7734,"KEANSBURG, NJ",KEANSBURG,NJ,MONMOUTH
7733,"HOLMDEL, NJ",HOLMDEL,NJ,MONMOUTH
7732,"HIGHLANDS, NJ",HIGHLANDS,NJ,MONMOUTH
7731,"HOWELL, NJ",HOWELL,NJ,MONMOUTH
7730,"HAZLET, NJ",HAZLET,NJ,MONMOUTH
7728,"FREEHOLD, NJ",FREEHOLD,NJ,MONMOUTH
7727,"FARMINGDALE, NJ",FARMINGDALE,NJ,MONMOUTH
7726,"ENGLISHTOWN, NJ",ENGLISHTOWN,NJ,MONMOUTH
7724,"EATONTOWN, NJ",EATONTOWN,NJ,MONMOUTH
7723,"DEAL, NJ",DEAL,NJ,MONMOUTH
7722,"COLTS NECK, NJ",COLTS NECK,NJ,MONMOUTH
7721,"CLIFFWOOD, NJ",CLIFFWOOD,NJ,MONMOUTH
7720,"BRADLEY BEACH, NJ",BRADLEY BEACH,NJ,MONMOUTH
7719,"BELMAR, NJ",BELMAR,NJ,MONMOUTH
7718,"BELFORD, NJ",BELFORD,NJ,MONMOUTH
7717,"AVON BY THE SEA, NJ",AVON BY THE SEA,NJ,MONMOUTH
7716,"ATLANTIC HIGHLANDS, NJ",ATLANTIC HIGHLANDS,NJ,MONMOUTH
7715,"BELMAR, NJ",BELMAR,NJ,MONMOUTH
7712,"ASBURY PARK, NJ",ASBURY PARK,NJ,MONMOUTH
7711,"ALLENHURST, NJ",ALLENHURST,NJ,MONMOUTH
7710,"ADELPHIA, NJ",ADELPHIA,NJ,MONMOUTH
7709,"RED BANK, NJ",RED BANK,NJ,MONMOUTH
7704,"FAIR HAVEN, NJ",FAIR HAVEN,NJ,MONMOUTH
7703,"FORT MONMOUTH, NJ",FORT MONMOUTH,NJ,MONMOUTH
7702,"SHREWSBURY, NJ",SHREWSBURY,NJ,MONMOUTH
7701,"RED BANK, NJ",RED BANK,NJ,MONMOUTH
7677,"WOODCLIFF LAKE, NJ",WOODCLIFF LAKE,NJ,BERGEN
7676,"TOWNSHIP OF WASHINGTON, NJ",TOWNSHIP OF WASHINGTON,NJ,BERGEN
7675,"WESTWOOD, NJ",WESTWOOD,NJ,BERGEN
7670,"TENAFLY, NJ",TENAFLY,NJ,BERGEN
7666,"TEANECK, NJ",TEANECK,NJ,BERGEN
7663,"SADDLE BROOK, NJ",SADDLE BROOK,NJ,BERGEN
7662,"ROCHELLE PARK, NJ",ROCHELLE PARK,NJ,BERGEN
7661,"RIVER EDGE, NJ",RIVER EDGE,NJ,BERGEN
7660,"RIDGEFIELD PARK, NJ",RIDGEFIELD PARK,NJ,BERGEN
7657,"RIDGEFIELD, NJ",RIDGEFIELD,NJ,BERGEN
7656,"PARK RIDGE, NJ",PARK RIDGE,NJ,BERGEN
7653,"PARAMUS, NJ",PARAMUS,NJ,BERGEN
7652,"PARAMUS, NJ",PARAMUS,NJ,BERGEN
7650,"PALISADES PARK, NJ",PALISADES PARK,NJ,BERGEN
7649,"ORADELL, NJ",ORADELL,NJ,BERGEN
7648,"NORWOOD, NJ",NORWOOD,NJ,BERGEN
7647,"NORTHVALE, NJ",NORTHVALE,NJ,BERGEN
7646,"NEW MILFORD, NJ",NEW MILFORD,NJ,BERGEN
7645,"MONTVALE, NJ",MONTVALE,NJ,BERGEN
7644,"LODI, NJ",LODI,NJ,BERGEN
7643,"LITTLE FERRY, NJ",LITTLE FERRY,NJ,BERGEN
7642,"HILLSDALE, NJ",HILLSDALE,NJ,BERGEN
7641,"HAWORTH, NJ",HAWORTH,NJ,BERGEN
7640,"HARRINGTON PARK, NJ",HARRINGTON PARK,NJ,BERGEN
7632,"ENGLEWOOD CLIFFS, NJ",ENGLEWOOD CLIFFS,NJ,BERGEN
7631,"ENGLEWOOD, NJ",ENGLEWOOD,NJ,BERGEN
7630,"EMERSON, NJ",EMERSON,NJ,BERGEN
7628,"DUMONT, NJ",DUMONT,NJ,BERGEN
7627,"DEMAREST, NJ",DEMAREST,NJ,BERGEN
7626,"CRESSKILL, NJ",CRESSKILL,NJ,BERGEN
7624,"CLOSTER, NJ",CLOSTER,NJ,BERGEN
7621,"BERGENFIELD, NJ",BERGENFIELD,NJ,BERGEN
7620,"ALPINE, NJ",ALPINE,NJ,BERGEN
7608,"TETERBORO, NJ",TETERBORO,NJ,BERGEN
7607,"MAYWOOD, NJ",MAYWOOD,NJ,BERGEN
7606,"SOUTH HACKENSACK, NJ",SOUTH HACKENSACK,NJ,BERGEN
7605,"LEONIA, NJ",LEONIA,NJ,BERGEN
7604,"HASBROUCK HEIGHTS, NJ",HASBROUCK HEIGHTS,NJ,BERGEN
7603,"BOGOTA, NJ",BOGOTA,NJ,BERGEN
7602,"HACKENSACK, NJ",HACKENSACK,NJ,BERGEN
7601,"HACKENSACK, NJ",HACKENSACK,NJ,BERGEN
7544,"PATERSON, NJ",PATERSON,NJ,PASSAIC
7543,"PATERSON, NJ",PATERSON,NJ,PASSAIC
7538,"HALEDON, NJ",HALEDON,NJ,PASSAIC
7524,"PATERSON, NJ",PATERSON,NJ,PASSAIC
7522,"PATERSON, NJ",PATERSON,NJ,PASSAIC
7514,"PATERSON, NJ",PATERSON,NJ,PASSAIC
7513,"PATERSON, NJ",PATERSON,NJ,PASSAIC
7512,"TOTOWA, NJ",TOTOWA,NJ,PASSAIC
7511,"TOTOWA, NJ",TOTOWA,NJ,PASSAIC
7510,"PATERSON, NJ",PATERSON,NJ,PASSAIC
7509,"PATERSON, NJ",PATERSON,NJ,PASSAIC
7508,"HALEDON, NJ",HALEDON,NJ,PASSAIC
7507,"HAWTHORNE, NJ",HAWTHORNE,NJ,PASSAIC
7506,"HAWTHORNE, NJ",HAWTHORNE,NJ,PASSAIC
7505,"PATERSON, NJ",PATERSON,NJ,PASSAIC
7504,"PATERSON, NJ",PATERSON,NJ,PASSAIC
7503,"PATERSON, NJ",PATERSON,NJ,PASSAIC
7502,"PATERSON, NJ",PATERSON,NJ,PASSAIC
7501,"PATERSON, NJ",PATERSON,NJ,PASSAIC
7495,"MAHWAH, NJ",MAHWAH,NJ,BERGEN
7481,"WYCKOFF, NJ",WYCKOFF,NJ,BERGEN
7480,"WEST MILFORD, NJ",WEST MILFORD,NJ,PASSAIC
7474,"WAYNE, NJ",WAYNE,NJ,PASSAIC
7470,"WAYNE, NJ",WAYNE,NJ,PASSAIC
7465,"WANAQUE, NJ",WANAQUE,NJ,PASSAIC
7463,"WALDWICK, NJ",WALDWICK,NJ,BERGEN
7462,"VERNON, NJ",VERNON,NJ,SUSSEX
7461,"SUSSEX, NJ",SUSSEX,NJ,SUSSEX
7460,"STOCKHOLM, NJ",STOCKHOLM,NJ,SUSSEX
7458,"SADDLE RIVER, NJ",SADDLE RIVER,NJ,BERGEN
7457,"RIVERDALE, NJ",RIVERDALE,NJ,MORRIS
7456,"RINGWOOD, NJ",RINGWOOD,NJ,PASSAIC
7452,"GLEN ROCK, NJ",GLEN ROCK,NJ,BERGEN
7451,"RIDGEWOOD, NJ",RIDGEWOOD,NJ,BERGEN
7450,"RIDGEWOOD, NJ",RIDGEWOOD,NJ,BERGEN
7446,"RAMSEY, NJ",RAMSEY,NJ,BERGEN
7444,"POMPTON PLAINS, NJ",POMPTON PLAINS,NJ,MORRIS
7442,"POMPTON LAKES, NJ",POMPTON LAKES,NJ,PASSAIC
7440,"PEQUANNOCK, NJ",PEQUANNOCK,NJ,MORRIS
7439,"OGDENSBURG, NJ",OGDENSBURG,NJ,SUSSEX
7438,"OAK RIDGE, NJ",OAK RIDGE,NJ,PASSAIC
7436,"OAKLAND, NJ",OAKLAND,NJ,BERGEN
7435,"NEWFOUNDLAND, NJ",NEWFOUNDLAND,NJ,PASSAIC
7432,"MIDLAND PARK, NJ",MIDLAND PARK,NJ,BERGEN
7430,"MAHWAH, NJ",MAHWAH,NJ,BERGEN
7428,"MC AFEE, NJ",MC AFEE,NJ,SUSSEX
7424,"LITTLE FALLS, NJ",LITTLE FALLS,NJ,PASSAIC
7423,"HO HO KUS, NJ",HO HO KUS,NJ,BERGEN
7422,"HIGHLAND LAKES, NJ",HIGHLAND LAKES,NJ,SUSSEX
7421,"HEWITT, NJ",HEWITT,NJ,PASSAIC
7420,"HASKELL, NJ",HASKELL,NJ,PASSAIC
7419,"HAMBURG, NJ",HAMBURG,NJ,SUSSEX
7418,"GLENWOOD, NJ",GLENWOOD,NJ,SUSSEX
7417,"FRANKLIN LAKES, NJ",FRANKLIN LAKES,NJ,BERGEN
7416,"FRANKLIN, NJ",FRANKLIN,NJ,SUSSEX
7410,"FAIR LAWN, NJ",FAIR LAWN,NJ,BERGEN
7407,"ELMWOOD PARK, NJ",ELMWOOD PARK,NJ,BERGEN
7405,"BUTLER, NJ",BUTLER,NJ,MORRIS
7403,"BLOOMINGDALE, NJ",BLOOMINGDALE,NJ,PASSAIC
7401,"ALLENDALE, NJ",ALLENDALE,NJ,BERGEN
7399,"JERSEY CITY, NJ",JERSEY CITY,NJ,HUDSON
7395,"JERSEY CITY, NJ",JERSEY CITY,NJ,HUDSON
7311,"JERSEY CITY, NJ",JERSEY CITY,NJ,HUDSON
7310,"JERSEY CITY, NJ",JERSEY CITY,NJ,HUDSON
7308,"JERSEY CITY, NJ",JERSEY CITY,NJ,HUDSON
7307,"JERSEY CITY, NJ",JERSEY CITY,NJ,HUDSON
7306,"JERSEY CITY, NJ",JERSEY CITY,NJ,HUDSON
7305,"JERSEY CITY, NJ",JERSEY CITY,NJ,HUDSON
7304,"JERSEY CITY, NJ",JERSEY CITY,NJ,HUDSON
7303,"JERSEY CITY, NJ",JERSEY CITY,NJ,HUDSON
7302,"JERSEY CITY, NJ",JERSEY CITY,NJ,HUDSON
7208,"ELIZABETH, NJ",ELIZABETH,NJ,UNION
7207,"ELIZABETH, NJ",ELIZABETH,NJ,UNION
7206,"ELIZABETHPORT, NJ",ELIZABETHPORT,NJ,UNION
7205,"HILLSIDE, NJ",HILLSIDE,NJ,UNION
7204,"ROSELLE PARK, NJ",ROSELLE PARK,NJ,UNION
7203,"ROSELLE, NJ",ROSELLE,NJ,UNION
7202,"ELIZABETH, NJ",ELIZABETH,NJ,UNION
7201,"ELIZABETH, NJ",ELIZABETH,NJ,UNION
7193,"NEWARK, NJ",NEWARK,NJ,ESSEX
7114,"NEWARK, NJ",NEWARK,NJ,ESSEX
7112,"NEWARK, NJ",NEWARK,NJ,ESSEX
7111,"IRVINGTON, NJ",IRVINGTON,NJ,ESSEX
7110,"NUTLEY, NJ",NUTLEY,NJ,ESSEX
7109,"BELLEVILLE, NJ",BELLEVILLE,NJ,ESSEX
7108,"NEWARK, NJ",NEWARK,NJ,ESSEX
7107,"NEWARK, NJ",NEWARK,NJ,ESSEX
7106,"NEWARK, NJ",NEWARK,NJ,ESSEX
7105,"NEWARK, NJ",NEWARK,NJ,ESSEX
7104,"NEWARK, NJ",NEWARK,NJ,ESSEX
7103,"NEWARK, NJ",NEWARK,NJ,ESSEX
7102,"NEWARK, NJ",NEWARK,NJ,ESSEX
7101,"NEWARK, NJ",NEWARK,NJ,ESSEX
7099,"KEARNY, NJ",KEARNY,NJ,HUDSON
7097,"JERSEY CITY, NJ",JERSEY CITY,NJ,HUDSON
7096,"SECAUCUS, NJ",SECAUCUS,NJ,HUDSON
7095,"WOODBRIDGE, NJ",WOODBRIDGE,NJ,MIDDLESEX
7094,"SECAUCUS, NJ",SECAUCUS,NJ,HUDSON
7093,"WEST NEW YORK, NJ",WEST NEW YORK,NJ,HUDSON
7092,"MOUNTAINSIDE, NJ",MOUNTAINSIDE,NJ,UNION
7091,"WESTFIELD, NJ",WESTFIELD,NJ,UNION
7090,"WESTFIELD, NJ",WESTFIELD,NJ,UNION
7088,"VAUXHALL, NJ",VAUXHALL,NJ,UNION
7087,"UNION CITY, NJ",UNION CITY,NJ,HUDSON
7086,"WEEHAWKEN, NJ",WEEHAWKEN,NJ,HUDSON
7083,"UNION, NJ",UNION,NJ,UNION
7082,"TOWACO, NJ",TOWACO,NJ,MORRIS
7081,"SPRINGFIELD, NJ",SPRINGFIELD,NJ,UNION
7080,"SOUTH PLAINFIELD, NJ",SOUTH PLAINFIELD,NJ,MIDDLESEX
7079,"SOUTH ORANGE, NJ",SOUTH ORANGE,NJ,ESSEX
7078,"SHORT HILLS, NJ",SHORT HILLS,NJ,ESSEX
7077,"SEWAREN, NJ",SEWAREN,NJ,MIDDLESEX
7076,"SCOTCH PLAINS, NJ",SCOTCH PLAINS,NJ,UNION
7075,"WOOD RIDGE, NJ",WOOD RIDGE,NJ,BERGEN
7074,"MOONACHIE, NJ",MOONACHIE,NJ,BERGEN
7073,"EAST RUTHERFORD, NJ",EAST RUTHERFORD,NJ,BERGEN
7072,"CARLSTADT, NJ",CARLSTADT,NJ,BERGEN
7071,"LYNDHURST, NJ",LYNDHURST,NJ,BERGEN
7070,"RUTHERFORD, NJ",RUTHERFORD,NJ,BERGEN
7069,"WATCHUNG, NJ",WATCHUNG,NJ,SOMERSET
7068,"ROSELAND, NJ",ROSELAND,NJ,ESSEX
7067,"COLONIA, NJ",COLONIA,NJ,MIDDLESEX
7066,"CLARK, NJ",CLARK,NJ,UNION
7065,"RAHWAY, NJ",RAHWAY,NJ,UNION
7064,"PORT READING, NJ",PORT READING,NJ,MIDDLESEX
7063,"PLAINFIELD, NJ",PLAINFIELD,NJ,UNION
7062,"PLAINFIELD, NJ",PLAINFIELD,NJ,UNION
7061,"PLAINFIELD, NJ",PLAINFIELD,NJ,UNION
7060,"PLAINFIELD, NJ",PLAINFIELD,NJ,UNION
7059,"WARREN, NJ",WARREN,NJ,SOMERSET
7058,"PINE BROOK, NJ",PINE BROOK,NJ,MORRIS
7057,"WALLINGTON, NJ",WALLINGTON,NJ,BERGEN
7055,"PASSAIC, NJ",PASSAIC,NJ,PASSAIC
7054,"PARSIPPANY, NJ",PARSIPPANY,NJ,MORRIS
7052,"WEST ORANGE, NJ",WEST ORANGE,NJ,ESSEX
7051,"ORANGE, NJ",ORANGE,NJ,ESSEX
7050,"ORANGE, NJ",ORANGE,NJ,ESSEX
7047,"NORTH BERGEN, NJ",NORTH BERGEN,NJ,HUDSON
7046,"MOUNTAIN LAKES, NJ",MOUNTAIN LAKES,NJ,MORRIS
7045,"MONTVILLE, NJ",MONTVILLE,NJ,MORRIS
7044,"VERONA, NJ",VERONA,NJ,ESSEX
7043,"MONTCLAIR, NJ",MONTCLAIR,NJ,ESSEX
7042,"MONTCLAIR, NJ",MONTCLAIR,NJ,ESSEX
7041,"MILLBURN, NJ",MILLBURN,NJ,ESSEX
7040,"MAPLEWOOD, NJ",MAPLEWOOD,NJ,ESSEX
7039,"LIVINGSTON, NJ",LIVINGSTON,NJ,ESSEX
7036,"LINDEN, NJ",LINDEN,NJ,UNION
7035,"LINCOLN PARK, NJ",LINCOLN PARK,NJ,MORRIS
7034,"LAKE HIAWATHA, NJ",LAKE HIAWATHA,NJ,MORRIS
7033,"KENILWORTH, NJ",KENILWORTH,NJ,UNION
7032,"KEARNY, NJ",KEARNY,NJ,HUDSON
7031,"NORTH ARLINGTON, NJ",NORTH ARLINGTON,NJ,BERGEN
7030,"HOBOKEN, NJ",HOBOKEN,NJ,HUDSON
7029,"HARRISON, NJ",HARRISON,NJ,HUDSON
7028,"GLEN RIDGE, NJ",GLEN RIDGE,NJ,ESSEX
7027,"GARWOOD, NJ",GARWOOD,NJ,UNION
7026,"GARFIELD, NJ",GARFIELD,NJ,BERGEN
7024,"FORT LEE, NJ",FORT LEE,NJ,BERGEN
7023,"FANWOOD, NJ",FANWOOD,NJ,UNION
7022,"FAIRVIEW, NJ",FAIRVIEW,NJ,BERGEN
7021,"ESSEX FELLS, NJ",ESSEX FELLS,NJ,ESSEX
7020,"EDGEWATER, NJ",EDGEWATER,NJ,BERGEN
7019,"EAST ORANGE, NJ",EAST ORANGE,NJ,ESSEX
7018,"EAST ORANGE, NJ",EAST ORANGE,NJ,ESSEX
7017,"EAST ORANGE, NJ",EAST ORANGE,NJ,ESSEX
7016,"CRANFORD, NJ",CRANFORD,NJ,UNION
7015,"CLIFTON, NJ",CLIFTON,NJ,PASSAIC
7014,"CLIFTON, NJ",CLIFTON,NJ,PASSAIC
7013,"CLIFTON, NJ",CLIFTON,NJ,PASSAIC
7012,"CLIFTON, NJ",CLIFTON,NJ,PASSAIC
7011,"CLIFTON, NJ",CLIFTON,NJ,PASSAIC
7010,"CLIFFSIDE PARK, NJ",CLIFFSIDE PARK,NJ,BERGEN
7009,"CEDAR GROVE, NJ",CEDAR GROVE,NJ,ESSEX
7008,"CARTERET, NJ",CARTERET,NJ,MIDDLESEX
7007,"CALDWELL, NJ",CALDWELL,NJ,ESSEX
7006,"CALDWELL, NJ",CALDWELL,NJ,ESSEX
7005,"BOONTON, NJ",BOONTON,NJ,MORRIS
7004,"FAIRFIELD, NJ",FAIRFIELD,NJ,ESSEX
7003,"BLOOMFIELD, NJ",BLOOMFIELD,NJ,ESSEX
7002,"BAYONNE, NJ",BAYONNE,NJ,HUDSON
7001,"AVENEL, NJ",AVENEL,NJ,MIDDLESEX
